# CONTAINER INSTRUMENTATION (gen/opt_bench.sh); ns per call = client process CPU (or wall) per round / calls in the round
file	transport	cell	dir	inflight	rounds	cpu_median_ns	cpu_min_ns	cpu_max_ns	wall_median_ns	wall_min_ns	wall_max_ns
rpc-shipped-nounk	shipped	C-nounk	b	16	12	1243906.2	1182000.0	1469875.0	2368581.6	2144057.2	7702228.4
rpc-shipped-nounk	shipped	D-nounk	b	16	12	1281140.6	1211906.2	1488593.8	2423783.6	2181955.3	2667123.3
rpc-shipped	shipped	A	a	1	12	2385770.8	2291041.7	2600958.3	2758188.9	2563346.9	3175821.5
rpc-shipped	shipped	B	a	1	12	2132062.5	1922875.0	3255208.3	2480218.0	2134963.5	3507256.4
rpc-shipped	shipped	C-retain	a	1	12	2504687.5	2406083.3	2780875.0	2838207.9	2648195.6	3356595.4
rpc-shipped	shipped	C-drop	a	1	12	2627687.5	2464875.0	3327625.0	3037086.7	2768397.9	3996188.6
rpc-shipped	shipped	D-retain	a	1	12	2564187.5	2317458.3	2662625.0	2887886.8	2652507.1	3057574.2
rpc-shipped	shipped	D-drop	a	1	12	2551854.2	2449708.3	3312083.3	2951195.3	2694447.0	3511857.3
rpc-shipped	shipped	A	a	8	12	2798375.0	2330958.3	2934375.0	2865035.3	2481222.9	3308161.6
rpc-shipped	shipped	B	a	8	12	2761395.8	2374750.0	3275083.3	2839110.1	2388052.0	3655681.8
rpc-shipped	shipped	C-retain	a	8	12	3095187.5	2823875.0	3376875.0	3284622.0	2854602.0	4482934.8
rpc-shipped	shipped	C-drop	a	8	12	3598041.7	3117791.7	3945166.7	3749886.3	3157576.5	4395156.5
rpc-shipped	shipped	D-retain	a	8	12	3148645.8	2648541.7	3419125.0	3255743.9	2864520.8	3577324.8
rpc-shipped	shipped	D-drop	a	8	12	3462520.8	2861000.0	3769208.3	3546590.5	3024820.2	4102419.2
rpc-shipped	shipped	A	a	16	12	3116046.9	2893250.0	3416500.0	3252614.6	2992625.2	3785448.4
rpc-shipped	shipped	B	a	16	12	2975578.1	2690375.0	3537593.8	3106074.7	2813710.3	4256958.9
rpc-shipped	shipped	C-retain	a	16	12	3347328.1	2927500.0	3529093.8	3520441.2	3009307.1	3725984.4
rpc-shipped	shipped	C-drop	a	16	12	3543718.8	3076406.2	3804625.0	3664244.3	3225193.2	4208528.2
rpc-shipped	shipped	D-retain	a	16	12	3379656.2	3197156.2	3771593.8	3491111.6	3243369.5	4273285.4
rpc-shipped	shipped	D-drop	a	16	12	3689578.1	3147156.2	3990781.2	3794933.6	3185802.8	4249824.4
rpc-shipped	shipped	A	b	1	12	1868729.2	1728833.3	2006958.3	4100319.9	3638512.8	4517572.2
rpc-shipped	shipped	B	b	1	12	1264208.3	1111708.3	1286000.0	3340247.2	2872315.8	3750494.1
rpc-shipped	shipped	C-retain	b	1	12	1044916.7	996250.0	1123041.7	3200652.0	2828199.2	3575499.7
rpc-shipped	shipped	C-drop	b	1	12	1095166.7	1046458.3	1203250.0	3331957.6	2990783.6	3681065.8
rpc-shipped	shipped	D-retain	b	1	12	1142375.0	1000833.3	1199000.0	3378294.0	3010786.5	3726073.0
rpc-shipped	shipped	D-drop	b	1	12	1108625.0	995333.3	1207833.3	3256786.7	2914216.4	3771383.9
rpc-shipped	shipped	A	b	8	12	1986270.8	1745333.3	2642875.0	2539327.7	2188429.0	2992533.8
rpc-shipped	shipped	B	b	8	12	1277854.2	1245583.3	1518041.7	2338603.1	2049573.6	2992508.6
rpc-shipped	shipped	C-retain	b	8	12	1155229.2	1092833.3	1305250.0	2192922.2	2102222.0	2749159.3
rpc-shipped	shipped	C-drop	b	8	12	1198437.5	1120166.7	1366375.0	2389353.9	2044197.5	2992044.7
rpc-shipped	shipped	D-retain	b	8	12	1241333.3	1183375.0	1376208.3	2369063.9	2122047.2	2695643.7
rpc-shipped	shipped	D-drop	b	8	12	1183979.2	1071458.3	1422125.0	2346194.5	2134209.2	3089505.2
rpc-shipped	shipped	A	b	16	12	2210531.2	2088125.0	2600562.5	2672350.9	2438895.3	2954707.7
rpc-shipped	shipped	B	b	16	12	1447734.4	1367718.8	1647843.8	2668271.6	2522962.2	3174720.2
rpc-shipped	shipped	C-retain	b	16	12	1320812.5	1151625.0	1410968.8	2516808.2	2205340.8	3072651.1
rpc-shipped	shipped	C-drop	b	16	12	1399000.0	1248843.8	1630312.5	2686590.9	2439385.2	3167672.3
rpc-shipped	shipped	D-retain	b	16	12	1395906.2	1277031.2	1558750.0	2640142.5	2279601.4	3103741.5
rpc-shipped	shipped	D-drop	b	16	12	1318421.9	1224468.8	1457656.2	2762084.7	2227224.8	3551092.2
