# CONTAINER INSTRUMENTATION (gen/opt_bench.sh); ratios of per-case medians inside one process (and, *_min, of per-case minima); < 1 means fewer CPU ns than the denominator; empty = arm not run
file	input	dir	mode	incumbent_prod_median_ns	armonik/inc	core-native/inc	core-ffi/inc	core-ffi-pull/inc	core-ffi/core-native	core-native/inc_min	core-ffi/inc_min
codec-nounk-U	U-oneof-u-packed	decode	no-unknown	131.9	1.021	0.717	0.792	0.867	1.105	0.708	0.785
codec-nounk-U	U-root-u-packed	decode-read	no-unknown	645.7	1.063	0.871	0.832	0.859	0.956	0.875	0.840
codec-nounk-U	U-leaf-u-len	encode	no-unknown	270.6	1.026	0.170	0.307		1.807	0.175	0.295
codec-nounk-U	U-wire-ListResultsResponse-page-as-wt1	encode	no-unknown						1.592		
codec-nounk-U	U-root-all	decode	no-unknown	692.0	1.043	0.792	0.781	0.796	0.987	0.803	0.783
codec-nounk-U	U-enum-value-packed	encode	no-unknown	91.9	1.489	0.239	0.667		2.787	0.237	0.685
codec-nounk-U	U-nested-u-fixed64	decode-read	no-unknown	305.4	1.023	0.872	0.857	0.875	0.983	0.898	0.876
codec-nounk-U	U-wire-ListTaskSummaryResponse-tasks-as-wt5	encode	no-unknown						1.625		
codec-nounk-U	U-enum-value-127	decode-read	no-unknown	79.3	1.364	1.195	1.398	1.455	1.169	1.188	1.386
codec-nounk-U	U-wire-UploadResultDataMessage-upload-as-wt5	decode-read	no-unknown						0.956		
codec-nounk-U	U-leaf-u-packed	decode	no-unknown	301.1	1.032	0.848	0.866	0.873	1.021	0.861	0.855
codec-nounk-U	U-deep-u-fixed64	decode	no-unknown	2050.7	0.973	0.767	0.904	0.915	1.179	0.681	0.900
codec-nounk-U	U-nested-interleaved	encode	no-unknown	268.7	1.032	0.169	0.309		1.827	0.165	0.303
codec-nounk-U	U-deep-u-len	decode	no-unknown	2055.2	0.992	0.790	0.918	0.924	1.163	0.782	0.912
codec-nounk-U	U-deep-u-len	decode-read	no-unknown	2207.8	0.996	0.798	0.947	0.931	1.186	0.798	0.904
codec-nounk-U	U-wire-ListResultsResponse-page-as-wt2	decode	no-unknown						0.978		
codec-nounk-U	U-nested-interleaved	decode	no-unknown	336.2	1.014	0.769	0.756	0.753	0.984	0.776	0.802
codec-nounk-U	U-root-u-repeated	decode	no-unknown	626.0	1.061	0.856	0.808	0.822	0.944	0.835	0.808
codec-nounk-U	U-leaf-u-fixed64	encode	no-unknown	274.5	1.019	0.165	0.310		1.873	0.167	0.310
codec-nounk-U	U-oneof-u-fixed32	decode	no-unknown	130.2	1.013	0.721	0.793	0.883	1.099	0.710	0.787
codec-nounk-U	U-deep-u-fixed64	encode	no-unknown	1382.5	0.991	0.184	0.321		1.741	0.185	0.317
codec-nounk-U	U-leaf-all	decode	no-unknown	479.0	1.038	0.658	0.670	0.681	1.017	0.662	0.677
codec-nounk-U	U-leaf-u-varint	decode	no-unknown	320.5	1.035	0.822	0.821	0.837	0.999	0.833	0.832
codec-nounk-U	U-deep-u-packed	decode-read	no-unknown	2153.1	0.999	0.800	0.925	0.936	1.156	0.797	0.921
codec-nounk-U	U-deep-u-varint	decode-read	no-unknown	2167.3	1.004	0.797	0.923	0.933	1.159	0.796	0.919
codec-nounk-U	U-wire-ListMetricsResponse-batches-as-wt0	decode	no-unknown						0.856		
codec-nounk-U	U-leaf-u-msg	decode	no-unknown	309.9	1.025	0.825	0.837	0.839	1.014	0.821	0.826
codec-nounk-U	U-wire-DualResponse-left-as-wt5	decode	no-unknown						1.245		
codec-nounk-U	U-deep-u-msg	decode	no-unknown	2055.9	0.987	0.788	0.914	0.926	1.159	0.794	0.918
codec-nounk-U	U-wire-ListProbeResponse-probes-as-wt1	decode	no-unknown						1.037		
codec-nounk-U	U-wire-ListTasksDetailedResponse-page-as-wt1	decode-read	no-unknown						1.278		
codec-nounk-U	U-root-u-packed	encode	no-unknown	619.7	1.032	0.157	0.246		1.567	0.154	0.240
codec-nounk-U	U-wire-DualResponse-left-as-wt5	decode-read	no-unknown						1.229		
codec-nounk-U	U-deep-all	encode	no-unknown	1368.5	0.997	0.186	0.325		1.749	0.181	0.312
codec-nounk-U	U-wire-ListTasksDetailedResponse-page-as-wt2	encode	no-unknown						1.639		
codec-nounk-U	U-wire-ListMetricsResponse-batches-as-wt1	decode	no-unknown						0.840		
codec-nounk-U	U-nested-interleaved	decode-read	no-unknown	398.6	1.029	0.765	0.778	0.787	1.018	0.797	0.813
codec-nounk-U	U-nested-u-fixed32	decode-read	no-unknown	313.8	1.051	0.861	0.869	0.881	1.009	0.876	0.878
codec-nounk-U	U-wire-ListResultsResponse-results-as-wt5	decode-read	no-unknown						0.943		
codec-nounk-U	U-wire-ListTaskSummaryResponse-tasks-as-wt5	decode	no-unknown						1.031		
codec-nounk-U	U-wire-UploadResultDataMessage-upload-as-wt0	decode	no-unknown						0.962		
