# CONTAINER INSTRUMENTATION (gen/opt_bench.sh); ratios of per-case medians inside one process (and, *_min, of per-case minima); < 1 means fewer CPU ns than the denominator; empty = arm not run
file	input	dir	mode	incumbent_prod_median_ns	armonik/inc	core-native/inc	core-ffi/inc	core-ffi-pull/inc	core-ffi/core-native	core-native/inc_min	core-ffi/inc_min
codec-nounk-U	U-element-u-msg	decode	no-unknown	2098.6	0.987	0.786	0.917	0.919	1.167	0.786	0.919
codec-nounk-U	U-oneof-u-packed	decode	no-unknown	138.2	1.001	0.677	0.755	0.818	1.115	0.668	0.759
codec-nounk-U	U-root-u-packed	decode-read	no-unknown	650.8	1.053	0.839	0.823	0.843	0.981	0.806	0.817
codec-nounk-U	U-leaf-u-len	encode	no-unknown	249.6	1.017	0.202	0.333		1.652	0.197	0.313
codec-nounk-U	U-wire-ListResultsResponse-page-as-wt1	encode	no-unknown						1.483		
codec-nounk-U	U-root-all	decode	no-unknown	722.9	1.019	0.768	0.755	0.775	0.983	0.751	0.747
codec-nounk-U	U-enum-value-packed	encode	no-unknown	93.9	1.485	0.246	0.653		2.658	0.243	0.675
codec-nounk-U	U-nested-u-fixed64	decode-read	no-unknown	316.8	1.017	0.821	0.832	0.847	1.013	0.828	0.827
codec-nounk-U	U-wire-ListTaskSummaryResponse-tasks-as-wt5	encode	no-unknown						1.034		
codec-nounk-U	U-enum-value-127	decode-read	no-unknown	80.7	1.411	1.307	1.444	1.523	1.105	1.312	1.417
codec-nounk-U	U-wire-UploadResultDataMessage-upload-as-wt5	decode-read	no-unknown						1.020		
codec-nounk-U	U-leaf-u-packed	decode	no-unknown	315.6	1.058	0.804	0.839	0.865	1.044	0.790	0.841
codec-nounk-U	U-deep-u-fixed64	decode	no-unknown	2121.7	0.961	0.763	0.903	0.909	1.184	0.667	0.905
codec-nounk-U	U-nested-interleaved	encode	no-unknown	247.5	1.027	0.200	0.342		1.707	0.198	0.335
codec-nounk-U	U-deep-u-len	decode	no-unknown	2131.8	1.000	0.781	0.958	0.931	1.227	0.760	0.896
codec-nounk-U	U-deep-u-len	decode-read	no-unknown	2279.3	0.976	0.773	0.934	0.947	1.208	0.780	0.899
codec-nounk-U	U-wire-ListResultsResponse-page-as-wt2	decode	no-unknown						0.999		
codec-nounk-U	U-nested-interleaved	decode	no-unknown	301.3	1.063	0.744	0.766	0.782	1.029	0.747	0.756
codec-nounk-U	U-root-u-repeated	decode	no-unknown	500.5	1.066	0.834	0.818	0.855	0.981	0.816	0.799
codec-nounk-U	U-leaf-u-fixed64	encode	no-unknown	223.3	1.013	0.196	0.324		1.657	0.194	0.331
codec-nounk-U	U-oneof-u-fixed32	decode	no-unknown	112.8	0.972	0.665	0.755	0.818	1.137	0.679	0.772
codec-nounk-U	U-deep-u-fixed64	encode	no-unknown	1206.0	1.021	0.210	0.354		1.685	0.208	0.352
codec-nounk-U	U-leaf-all	decode	no-unknown	488.5	1.075	0.646	0.666	0.676	1.032	0.631	0.656
codec-nounk-U	U-leaf-u-varint	decode	no-unknown	326.9	1.054	0.781	0.799	0.832	1.024	0.783	0.814
codec-nounk-U	U-deep-u-packed	decode-read	no-unknown	1936.3	0.993	0.791	0.918	0.916	1.161	0.791	0.918
codec-nounk-U	U-deep-u-varint	decode-read	no-unknown	1892.0	0.975	0.788	0.918	0.914	1.164	0.779	0.916
codec-nounk-U	U-wire-ListMetricsResponse-batches-as-wt0	decode	no-unknown						1.633		
codec-nounk-U	U-leaf-u-msg	decode	no-unknown	297.7	1.055	0.783	0.838	0.838	1.070	0.821	0.791
