# CONTAINER INSTRUMENTATION (gen/opt_bench.sh); ratios of per-case medians inside one process (and, *_min, of per-case minima); < 1 means fewer CPU ns than the denominator; empty = arm not run
file	input	dir	mode	incumbent_prod_median_ns	armonik/inc	core-native/inc	core-ffi/inc	core-ffi-pull/inc	core-ffi/core-native	core-native/inc_min	core-ffi/inc_min
codec-U	U-element-all	decode-read	drop	1808.5	1.010	0.803	0.963	0.924	1.200	0.811	0.955
codec-U	U-element-all	decode-read	retain	1808.5	1.010	0.958	1.127	1.148	1.177	0.953	1.123
codec-U	U-oneof-u-msg	decode-read	drop	134.1	0.977	0.722	0.830	0.935	1.149	0.726	0.834
codec-U	U-oneof-u-msg	decode-read	retain	134.1	0.977	0.856	1.230	1.359	1.437	0.861	1.231
codec-U	U-oneof-u-fixed32	encode	drop	92.5	0.975	0.201	0.391		1.950	0.210	0.414
codec-U	U-oneof-u-fixed32	encode	retain	92.5	0.975	0.241	0.401		1.664	0.250	0.429
codec-U	U-enum-value-packed	decode-read	drop	83.6	1.252	0.864	2.068	2.337	2.393	0.869	2.094
codec-U	U-enum-value-packed	decode-read	retain	83.6	1.252	0.840	2.129	2.479	2.534	0.848	2.178
codec-U	U-element-u-msg	encode	drop	1267.4	0.993	0.201	0.343		1.708	0.204	0.349
codec-U	U-element-u-msg	encode	retain	1267.4	0.993	0.241	0.369		1.532	0.240	0.375
codec-U	U-oneof-before	decode-read	drop	213.9	0.993	0.591	0.682	0.750	1.154	0.592	0.677
codec-U	U-oneof-before	decode-read	retain	213.9	0.993	1.143	1.779	1.878	1.557	1.132	1.797
codec-U	U-oneof-member-alone	decode-read	drop	120.4	0.981	0.767	0.893	0.982	1.163	0.760	0.893
codec-U	U-oneof-member-alone	decode-read	retain	120.4	0.981	0.920	1.312	1.461	1.425	0.926	1.322
codec-U	U-leaf-u-msg	decode-read	drop	324.8	1.011	0.785	0.857	0.896	1.091	0.769	0.833
codec-U	U-leaf-u-msg	decode-read	retain	324.8	1.011	0.892	1.125	1.154	1.261	0.855	1.115
codec-U	U-nested-u-len	decode	drop	303.2	1.009	0.796	0.882	0.936	1.108	0.779	0.865
codec-U	U-nested-u-len	decode	retain	303.2	1.009	0.872	1.094	1.103	1.255	0.844	1.072
codec-U	U-root-u-len	decode	drop	606.8	1.080	0.841	0.890	0.908	1.058	0.831	0.880
codec-U	U-root-u-len	decode	retain	606.8	1.080	0.875	0.979	1.011	1.119	0.859	0.997
codec-U	U-element-u-packed	decode-read	drop	2002.1	1.013	0.818	1.035	1.000	1.266	0.766	1.022
